% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.856699442e+007 +2.856699442e+007 +2.856700808e+007 +2.856700808e+007
2 +1.002219663e+007 +1.002219663e+007 +1.002221029e+007 +1.002221029e+007
3 +3.892860928e+006 +3.892860928e+006 +3.892874588e+006 +3.892874588e+006
6 +1.816496670e+006 +1.816496670e+006 +1.816510330e+006 +1.816510330e+006
7 +4.657592426e+005 +4.657592426e+005 +4.657729026e+005 +4.657729026e+005
14 +9.798303451e+002 +9.798303451e+002 +9.934903451e+002 +9.934903451e+002
54 +8.719378840e+002 +8.719378840e+002 +8.855978840e+002 +8.855978840e+002
677 +7.819515872e+002 +7.819515872e+002 +7.956115872e+002 +7.956115872e+002
218317 +1.#INF00000e+000 +7.819515872e+002 +1.#INF00000e+000 +7.956115872e+002
% function evaluation | noise-free fitness - Fopt (9.378400000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.010279467e+006 +1.010279467e+006 +1.011217307e+006 +1.011217307e+006
18 +4.678691090e+005 +4.678691090e+005 +4.688069490e+005 +4.688069490e+005
24 +2.333116586e+005 +2.333116586e+005 +2.342494986e+005 +2.342494986e+005
35 +7.291867816e+004 +7.291867816e+004 +7.385651816e+004 +7.385651816e+004
53 +7.748369383e+003 +7.748369383e+003 +8.686209383e+003 +8.686209383e+003
217 +8.374532587e+002 +8.374532587e+002 +1.775293259e+003 +1.775293259e+003
217550 +1.#INF00000e+000 +8.374532587e+002 +1.#INF00000e+000 +1.775293259e+003
% function evaluation | noise-free fitness - Fopt (-7.872000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.613010820e+007 +3.613010820e+007 +3.613002948e+007 +3.613002948e+007
2 +4.967851057e+005 +4.967851057e+005 +4.967063857e+005 +4.967063857e+005
10 +5.068469899e+004 +5.068469899e+004 +5.060597899e+004 +5.060597899e+004
41 +5.436693607e+003 +5.436693607e+003 +5.357973607e+003 +5.357973607e+003
69 +4.345137217e+003 +4.345137217e+003 +4.266417217e+003 +4.266417217e+003
126 +6.514885800e+002 +6.514885800e+002 +5.727685800e+002 +5.727685800e+002
214241 +1.#INF00000e+000 +6.514885800e+002 +1.#INF00000e+000 +5.727685800e+002
% function evaluation | noise-free fitness - Fopt (-6.949000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.860113110e+007 +2.860113110e+007 +2.860106161e+007 +2.860106161e+007
2 +1.609019430e+007 +1.609019430e+007 +1.609012481e+007 +1.609012481e+007
5 +2.084030107e+006 +2.084030107e+006 +2.083960617e+006 +2.083960617e+006
6 +2.446445007e+005 +2.446445007e+005 +2.445750107e+005 +2.445750107e+005
15 +4.712562900e+004 +4.712562900e+004 +4.705613900e+004 +4.705613900e+004
21 +8.529065850e+003 +8.529065850e+003 +8.459575850e+003 +8.459575850e+003
60 +1.431788892e+003 +1.431788892e+003 +1.362298892e+003 +1.362298892e+003
101 +6.316271313e+002 +6.316271313e+002 +5.621371313e+002 +5.621371313e+002
219400 +1.#INF00000e+000 +6.316271313e+002 +1.#INF00000e+000 +5.621371313e+002
% function evaluation | noise-free fitness - Fopt (-2.718000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.533455584e+007 +2.533455584e+007 +2.533452866e+007 +2.533452866e+007
3 +9.372650384e+005 +9.372650384e+005 +9.372378584e+005 +9.372378584e+005
6 +5.546284649e+005 +5.546284649e+005 +5.546012849e+005 +5.546012849e+005
7 +2.554688299e+004 +2.554688299e+004 +2.551970299e+004 +2.551970299e+004
38 +1.654936142e+004 +1.654936142e+004 +1.652218142e+004 +1.652218142e+004
87 +5.105150897e+003 +5.105150897e+003 +5.077970897e+003 +5.077970897e+003
159 +2.041143373e+003 +2.041143373e+003 +2.013963373e+003 +2.013963373e+003
198 +7.151149043e+002 +7.151149043e+002 +6.879349043e+002 +6.879349043e+002
214454 +1.#INF00000e+000 +7.151149043e+002 +1.#INF00000e+000 +6.879349043e+002
% function evaluation | noise-free fitness - Fopt (-6.968800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.086005809e+006 +3.086005809e+006 +3.085308929e+006 +3.085308929e+006
6 +2.072198373e+006 +2.072198373e+006 +2.071501493e+006 +2.071501493e+006
24 +1.261880611e+003 +1.261880611e+003 +5.650006110e+002 +5.650006110e+002
190 +1.058043161e+003 +1.058043161e+003 +3.611631610e+002 +3.611631610e+002
246 +1.007971302e+003 +1.007971302e+003 +3.110913016e+002 +3.110913016e+002
516 +8.801391897e+002 +8.801391897e+002 +1.832591897e+002 +1.832591897e+002
676 +4.976072009e+002 +4.976072009e+002 -1.992727991e+002 -1.992727991e+002
700 +4.812047422e+002 +4.812047422e+002 -2.156752578e+002 -2.156752578e+002
213502 +1.#INF00000e+000 +4.812047422e+002 +1.#INF00000e+000 -2.156752578e+002
% function evaluation | noise-free fitness - Fopt (-4.895300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.902308329e+005 +4.902308329e+005 +4.897413029e+005 +4.897413029e+005
3 +2.801987219e+005 +2.801987219e+005 +2.797091919e+005 +2.797091919e+005
5 +1.841347912e+004 +1.841347912e+004 +1.792394912e+004 +1.792394912e+004
10 +1.922864412e+003 +1.922864412e+003 +1.433334412e+003 +1.433334412e+003
150 +6.236667482e+002 +6.236667482e+002 +1.341367482e+002 +1.341367482e+002
221468 +1.#INF00000e+000 +6.236667482e+002 +1.#INF00000e+000 +1.341367482e+002
% function evaluation | noise-free fitness - Fopt (-4.004000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.598221545e+007 +1.598221545e+007 +1.598217541e+007 +1.598217541e+007
2 +3.782277059e+005 +3.782277059e+005 +3.781876659e+005 +3.781876659e+005
73 +1.010410804e+005 +1.010410804e+005 +1.010010404e+005 +1.010010404e+005
192 +7.466719896e+004 +7.466719896e+004 +7.462715896e+004 +7.462715896e+004
224 +1.181686913e+003 +1.181686913e+003 +1.141646913e+003 +1.141646913e+003
218969 +1.#INF00000e+000 +1.181686913e+003 +1.#INF00000e+000 +1.141646913e+003
% function evaluation | noise-free fitness - Fopt (-1.038100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.499606411e+007 +2.499606411e+007 +2.499596030e+007 +2.499596030e+007
2 +4.194627999e+006 +4.194627999e+006 +4.194524189e+006 +4.194524189e+006
3 +1.958949477e+006 +1.958949477e+006 +1.958845667e+006 +1.958845667e+006
6 +1.825862476e+006 +1.825862476e+006 +1.825758666e+006 +1.825758666e+006
12 +5.874321652e+005 +5.874321652e+005 +5.873283552e+005 +5.873283552e+005
18 +4.992796975e+005 +4.992796975e+005 +4.991758875e+005 +4.991758875e+005
20 +2.313567029e+005 +2.313567029e+005 +2.312528929e+005 +2.312528929e+005
42 +7.810734140e+004 +7.810734140e+004 +7.800353140e+004 +7.800353140e+004
44 +4.750728255e+004 +4.750728255e+004 +4.740347255e+004 +4.740347255e+004
52 +4.176007924e+004 +4.176007924e+004 +4.165626924e+004 +4.165626924e+004
53 +2.282053926e+004 +2.282053926e+004 +2.271672926e+004 +2.271672926e+004
68 +9.865206012e+003 +9.865206012e+003 +9.761396012e+003 +9.761396012e+003
80 +8.374342757e+002 +8.374342757e+002 +7.336242757e+002 +7.336242757e+002
251 +7.892650530e+002 +7.892650530e+002 +6.854550530e+002 +6.854550530e+002
221534 +1.#INF00000e+000 +7.892650530e+002 +1.#INF00000e+000 +6.854550530e+002
% function evaluation | noise-free fitness - Fopt (-2.380000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.220223114e+006 +1.220223114e+006 +1.220199314e+006 +1.220199314e+006
206 +2.950728418e+005 +2.950728418e+005 +2.950490418e+005 +2.950490418e+005
211 +1.739849108e+005 +1.739849108e+005 +1.739611108e+005 +1.739611108e+005
213 +9.820776200e+004 +9.820776200e+004 +9.818396200e+004 +9.818396200e+004
218 +3.505276102e+004 +3.505276102e+004 +3.502896102e+004 +3.502896102e+004
271 +3.913795844e+003 +3.913795844e+003 +3.889995844e+003 +3.889995844e+003
315 +1.201349232e+003 +1.201349232e+003 +1.177549232e+003 +1.177549232e+003
419 +8.349529467e+002 +8.349529467e+002 +8.111529467e+002 +8.111529467e+002
218504 +1.#INF00000e+000 +8.349529467e+002 +1.#INF00000e+000 +8.111529467e+002
% function evaluation | noise-free fitness - Fopt (7.459000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.880606325e+007 +1.880606325e+007 +1.880613784e+007 +1.880613784e+007
2 +8.519750219e+006 +8.519750219e+006 +8.519824809e+006 +8.519824809e+006
4 +2.268280459e+006 +2.268280459e+006 +2.268355049e+006 +2.268355049e+006
15 +1.453548353e+005 +1.453548353e+005 +1.454294253e+005 +1.454294253e+005
16 +1.203507838e+003 +1.203507838e+003 +1.278097838e+003 +1.278097838e+003
145 +8.156301822e+002 +8.156301822e+002 +8.902201822e+002 +8.902201822e+002
151 +7.553236884e+002 +7.553236884e+002 +8.299136884e+002 +8.299136884e+002
220355 +1.#INF00000e+000 +7.553236884e+002 +1.#INF00000e+000 +8.299136884e+002
% function evaluation | noise-free fitness - Fopt (2.225900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.218114720e+007 +5.218114720e+007 +5.218136979e+007 +5.218136979e+007
2 +3.490979832e+006 +3.490979832e+006 +3.491202422e+006 +3.491202422e+006
8 +1.349778979e+005 +1.349778979e+005 +1.352004879e+005 +1.352004879e+005
13 +4.395767396e+004 +4.395767396e+004 +4.418026396e+004 +4.418026396e+004
31 +3.870625289e+003 +3.870625289e+003 +4.093215289e+003 +4.093215289e+003
46 +1.484520117e+003 +1.484520117e+003 +1.707110117e+003 +1.707110117e+003
277 +6.828775596e+002 +6.828775596e+002 +9.054675596e+002 +9.054675596e+002
217928 +1.#INF00000e+000 +6.828775596e+002 +1.#INF00000e+000 +9.054675596e+002
% function evaluation | noise-free fitness - Fopt (-2.977700000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.643299855e+006 +6.643299855e+006 +6.643002085e+006 +6.643002085e+006
2 +6.215107309e+006 +6.215107309e+006 +6.214809539e+006 +6.214809539e+006
4 +1.282240393e+005 +1.282240393e+005 +1.279262693e+005 +1.279262693e+005
8 +1.210263640e+005 +1.210263640e+005 +1.207285940e+005 +1.207285940e+005
14 +1.078401612e+003 +1.078401612e+003 +7.806316123e+002 +7.806316123e+002
295 +9.719895939e+002 +9.719895939e+002 +6.742195939e+002 +6.742195939e+002
219434 +1.#INF00000e+000 +9.719895939e+002 +1.#INF00000e+000 +6.742195939e+002
