% function evaluation | noise-free fitness - Fopt (-9.210000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.082771664e+001 +6.082771664e+001 +1.002497717e+003 +1.002497717e+003 -2.9619e+000 +8.7896e-001
6 +4.868954544e+001 +4.868954544e+001 +9.903595454e+002 +9.903595454e+002 -3.7536e+000 -2.5569e-001
9 +9.696673775e+000 +9.696673775e+000 +9.513666738e+002 +9.513666738e+002 +4.6967e+000 -1.5785e+001
14 +7.006210097e+000 +7.006210097e+000 +9.486762101e+002 +9.486762101e+002 +2.0062e+000 -2.0408e+001
15 +6.041489206e+000 +6.041489206e+000 +9.477114892e+002 +9.477114892e+002 +1.0415e+000 -7.8279e+000
16 +2.942229348e-002 +2.942229348e-002 +9.416994223e+002 +9.416994223e+002 -4.9706e+000 -7.1105e+000
19 +0.000000000e+000 +0.000000000e+000 +9.416700000e+002 +9.416700000e+002 -3.6510e+001 -2.2238e+001
59867 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +9.416700000e+002 -9.1371e+307 +2.7017e+307
% function evaluation | noise-free fitness - Fopt (-3.745000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.243415801e+001 +6.243415801e+001 +2.498415801e+001 +2.498415801e+001 +2.6204e+000 -1.0055e+000
5 +6.833043443e+000 +6.833043443e+000 -3.061695656e+001 -3.061695656e+001 -1.8330e+000 +6.0613e+000
11 +4.251946012e+000 +4.251946012e+000 -3.319805399e+001 -3.319805399e+001 +7.4805e-001 +1.5015e+001
12 +1.839496699e+000 +1.839496699e+000 -3.561050330e+001 -3.561050330e+001 +4.4842e+001 +4.8161e+000
19 +1.632096162e+000 +1.632096162e+000 -3.581790384e+001 -3.581790384e+001 +3.3679e+000 +2.2902e+001
21 +0.000000000e+000 +0.000000000e+000 -3.745000000e+001 -3.745000000e+001 +7.2492e+001 +1.0505e+001
59940 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -3.745000000e+001 +7.4208e+307 -7.6379e+307
% function evaluation | noise-free fitness - Fopt (3.680300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.033325221e+000 +2.033325221e+000 +3.700633252e+002 +3.700633252e+002 -2.9667e+000 -1.7744e+001
12 +1.027419333e+000 +1.027419333e+000 +3.690574193e+002 +3.690574193e+002 -3.9726e+000 -9.1968e+000
20 +0.000000000e+000 +0.000000000e+000 +3.680300000e+002 +3.680300000e+002 -5.1530e+000 -1.0643e+001
% function evaluation | noise-free fitness - Fopt (1.426000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.592771040e+001 +5.592771040e+001 +7.018771040e+001 +7.018771040e+001 -5.0839e-001 -4.1932e-002
7 +2.914324883e+001 +2.914324883e+001 +4.340324883e+001 +4.340324883e+001 -8.4054e-001 +2.6697e+000
19 +2.531984319e+001 +2.531984319e+001 +3.957984319e+001 +3.957984319e+001 +2.4059e+000 +2.7274e+000
37 +1.818662903e+001 +1.818662903e+001 +3.244662903e+001 +3.244662903e+001 -7.4828e-001 +3.7562e+000
47 +1.317047566e+001 +1.317047566e+001 +2.743047566e+001 +2.743047566e+001 +1.4441e+000 +4.0385e+000
55 +4.995783244e+000 +4.995783244e+000 +1.925578324e+001 +1.925578324e+001 +1.3157e+000 +4.8689e+000
59 +0.000000000e+000 +0.000000000e+000 +1.426000000e+001 +1.426000000e+001 +6.8193e+000 +5.9023e+000
65955 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.426000000e+001 +6.0742e+307 -2.7215e+307
% function evaluation | noise-free fitness - Fopt (6.240000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.441823796e-001 +9.441823796e-001 +6.334418238e+001 +6.334418238e+001 +4.0558e+000 +6.5713e+000
23 +0.000000000e+000 +0.000000000e+000 +6.240000000e+001 +6.240000000e+001 +5.8692e+000 +9.2423e+000
61478 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +6.240000000e+001 +1.3145e+308 -1.5424e+308
% function evaluation | noise-free fitness - Fopt (1.145900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.113878208e+002 +1.113878208e+002 +2.259778208e+002 +2.259778208e+002 +4.6783e+000 +5.1710e+000
2 +1.020693931e+002 +1.020693931e+002 +2.166593931e+002 +2.166593931e+002 +8.3613e+000 +3.8708e+000
3 +8.424561617e+001 +8.424561617e+001 +1.988356162e+002 +1.988356162e+002 +1.7358e+000 +2.7510e+000
5 +6.792342971e+001 +6.792342971e+001 +1.825134297e+002 +1.825134297e+002 +1.8877e+001 -5.9537e-001
6 +5.434266653e+001 +5.434266653e+001 +1.689326665e+002 +1.689326665e+002 +6.2314e+000 -6.8887e-001
12 +2.659081657e+001 +2.659081657e+001 +1.411808166e+002 +1.411808166e+002 +1.2170e+001 -4.0579e+000
13 +1.642554971e+001 +1.642554971e+001 +1.310155497e+002 +1.310155497e+002 +1.1426e+001 -1.1906e+001
14 +1.376642981e+001 +1.376642981e+001 +1.283564298e+002 +1.283564298e+002 +8.7664e+000 -9.6750e+000
15 +8.021971271e+000 +8.021971271e+000 +1.226119713e+002 +1.226119713e+002 +3.0220e+000 -5.2003e+000
24 +0.000000000e+000 +0.000000000e+000 +1.145900000e+002 +1.145900000e+002 -1.9681e+001 -1.0979e+001
55441 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.145900000e+002 -2.8255e+262 +3.9532e+307
% function evaluation | noise-free fitness - Fopt (-3.698300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.680133615e+002 +1.680133615e+002 -2.018166385e+002 -2.018166385e+002 -4.3391e+000 -1.1735e+001
2 +3.403440569e+000 +3.403440569e+000 -3.664265594e+002 -3.664265594e+002 -1.5966e+000 +7.1482e+000
3 +2.535840827e+000 +2.535840827e+000 -3.672941592e+002 -3.672941592e+002 -2.4642e+000 +5.4686e+000
16 +0.000000000e+000 +0.000000000e+000 -3.698300000e+002 -3.698300000e+002 -7.0709e+000 +5.5904e+000
59854 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -3.698300000e+002 -9.0203e+296 -2.7069e+307
% function evaluation | noise-free fitness - Fopt (1.531800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.854449785e+001 +5.854449785e+001 +2.117244978e+002 +2.117244978e+002 +6.7001e+000 +8.5445e-001
2 +5.261600528e-001 +5.261600528e-001 +1.537061601e+002 +1.537061601e+002 +4.4738e+000 -5.8720e+000
9 +0.000000000e+000 +0.000000000e+000 +1.531800000e+002 +1.531800000e+002 +7.7039e+000 -2.1388e+001
57652 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +1.531800000e+002 +1.0628e+308 +2.5429e+307
% function evaluation | noise-free fitness - Fopt (-7.088000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.372641183e+000 +9.372641183e+000 -6.994273588e+002 -6.994273588e+002 +4.3726e+000 -8.7087e+000
4 +3.277684783e+000 +3.277684783e+000 -7.055223152e+002 -7.055223152e+002 -1.7223e+000 -1.6754e+001
16 +0.000000000e+000 +0.000000000e+000 -7.088000000e+002 -7.088000000e+002 -5.4918e+000 -1.0934e+001
63118 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -7.088000000e+002 -8.3252e+307 +2.3517e+307
% function evaluation | noise-free fitness - Fopt (8.793000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.865353200e+002 +2.865353200e+002 +3.744653200e+002 +3.744653200e+002 -1.3764e+000 -2.3016e+001
2 +1.079373643e+002 +1.079373643e+002 +1.958673643e+002 +1.958673643e+002 +1.4931e+000 -5.4431e+000
3 +6.922569115e+001 +6.922569115e+001 +1.571556912e+002 +1.571556912e+002 +2.2272e+000 -1.6453e+000
11 +5.047653191e+001 +5.047653191e+001 +1.384065319e+002 +1.384065319e+002 +9.4152e+000 -4.7653e-002
15 +0.000000000e+000 +0.000000000e+000 +8.793000000e+001 +8.793000000e+001 +1.5181e+001 +5.2635e+000
59634 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +8.793000000e+001 +4.0855e+266 -2.1198e+307
% function evaluation | noise-free fitness - Fopt (3.370000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.048070276e+001 +4.048070276e+001 +7.418070276e+001 +7.418070276e+001 -5.5022e+000 +9.5193e-001
6 +3.626490448e+001 +3.626490448e+001 +6.996490448e+001 +6.996490448e+001 -1.9317e+000 +1.6803e+000
7 +4.796804870e+000 +4.796804870e+000 +3.849680487e+001 +3.849680487e+001 -2.1560e+000 +4.8047e+000
12 +9.579555924e-001 +9.579555924e-001 +3.465795559e+001 +3.465795559e+001 -2.1726e+001 +4.9042e+000
20 +0.000000000e+000 +0.000000000e+000 +3.370000000e+001 +3.370000000e+001 -5.8371e+000 +1.2279e+001
57484 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 +3.370000000e+001 -1.0164e+304 -3.1408e+307
% function evaluation | noise-free fitness - Fopt (-1.618300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +0.000000000e+000 +0.000000000e+000 -1.618300000e+002 -1.618300000e+002 -7.4544e+000 +7.5309e+000
63203 +1.#INF00000e+000 +0.000000000e+000 +1.#INF00000e+000 -1.618300000e+002 -1.3607e+308 -2.3867e+307
